AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,CLASS
8531,364.592,145.2083,76.0929,0.8517,104.2209,0.9671,8821,0.6703,1.9083,0.8065,Arborio
8283,435.786,201.768,53.3784,0.9644,102.6949,0.971,8530,0.7163,3.78,0.5481,Basmati
7162,315.566,122.8033,74.9106,0.7924,95.4931,0.9864,7261,0.7624,1.6393,0.9038,Karacadag
8277,366.832,148.3558,72.3331,0.8731,102.6577,0.9567,8652,0.6796,2.051,0.7729,Arborio
7010,333.081,140.996,64.0416,0.8909,94.4744,0.9819,7139,0.6935,2.2016,0.794,Arborio
6794,320.981,128.551,68.126,0.848,93.0075,0.9792,6938,0.7464,1.887,0.8287,Arborio
13143,464.043,190.5166,89.4633,0.8829,129.3607,0.9718,13524,0.5998,2.1296,0.767,Ipsala
6854,313.043,125.9304,69.9331,0.8316,93.4173,0.989,6930,0.7947,1.8007,0.8789,Karacadag
5225,312.883,141.7137,47.4521,0.9423,81.5639,0.9803,5330,0.4786,2.9865,0.6707,Jasmine
5399,338.91,156.4827,45.1105,0.9575,82.9109,0.9645,5598,0.6876,3.4689,0.5907,Jasmine
14057,478.669,197.1613,92.1158,0.8841,133.7831,0.976,14403,0.7211,2.1404,0.771,Ipsala
14451,480.223,200.0667,92.7655,0.886,135.6451,0.9808,14734,0.7725,2.1567,0.7874,Ipsala
7287,325.557,130.0794,71.735,0.8342,96.3229,0.9813,7426,0.6804,1.8133,0.864,Arborio
7837,460.778,227.9077,44.9257,0.9804,99.8918,0.9638,8131,0.3489,5.073,0.4638,Basmati
15018,484.69,203.8374,94.2184,0.8868,138.2805,0.9884,15194,0.5795,2.1635,0.8033,Ipsala
13214,460.827,183.1804,93.4605,0.86,129.7096,0.9711,13607,0.6077,1.96,0.7819,Ipsala
7714,342.909,138.4239,71.8168,0.8549,99.1048,0.9767,7898,0.6278,1.9275,0.8244,Arborio
8465,407.61,185.9722,58.7525,0.9488,103.817,0.9801,8637,0.8108,3.1653,0.6402,Jasmine
6516,295.668,113.4861,73.3901,0.7628,91.0847,0.9871,6601,0.7338,1.5463,0.9367,Karacadag
16920,517.143,208.0843,104.4405,0.8649,146.7761,0.9752,17351,0.6628,1.9924,0.795,Ipsala
15670,505.209,207.2715,96.9278,0.8839,141.2504,0.9761,16053,0.6234,2.1384,0.7715,Ipsala
7307,331.207,134.5017,70.2589,0.8527,96.455,0.9834,7430,0.6265,1.9144,0.837,Arborio
6755,327.883,134.5361,65.3335,0.8742,92.7401,0.9798,6894,0.5956,2.0592,0.7896,Arborio
8276,452.101,212.3601,50.4583,0.9714,102.6515,0.9678,8551,0.3951,4.2086,0.5088,Basmati
13874,469.372,187.2115,96.2173,0.8578,132.9095,0.9761,14214,0.5973,1.9457,0.7914,Ipsala
6460,296.894,114.8688,71.9165,0.7798,90.6925,0.9846,6561,0.6866,1.5973,0.921,Karacadag
14421,497.046,217.6072,85.1728,0.9202,135.5042,0.9822,14683,0.5309,2.5549,0.7335,Ipsala
7280,325.506,131.7026,70.7689,0.8434,96.2766,0.9877,7371,0.7827,1.861,0.8634,Karacadag
10221,426.319,187.2854,70.2993,0.9269,114.078,0.9801,10429,0.6241,2.6641,0.7067,Jasmine
7064,403.409,189.2556,48.7661,0.9662,94.8376,0.9754,7242,0.6434,3.8809,0.5455,Basmati
7927,347.968,139.2555,73.5004,0.8494,100.4638,0.9718,8157,0.6628,1.8946,0.8227,Arborio
12788,446.543,178.0549,93.6611,0.8505,127.6017,0.9742,13126,0.6459,1.9011,0.8059,Ipsala
5300,323.217,142.2696,49.1554,0.9384,82.1472,0.9517,5569,0.4886,2.8943,0.6375,Jasmine
6958,314.366,120.6829,74.4363,0.7871,94.1233,0.9738,7145,0.7771,1.6213,0.8848,Karacadag
14002,469.573,190.3552,94.9007,0.8669,133.5212,0.9806,14279,0.6505,2.0058,0.798,Ipsala
5284,328.608,147.5533,46.049,0.9501,82.0232,0.9635,5484,0.4766,3.2043,0.6149,Jasmine
8201,353.294,141.3394,74.7648,0.8486,102.1853,0.9756,8406,0.7748,1.8905,0.8257,Arborio
6834,312.497,114.6453,77.234,0.739,93.2809,0.971,7038,0.7337,1.4844,0.8794,Karacadag
5049,327.133,154.7104,42.0478,0.9624,80.1785,0.9806,5149,0.8123,3.6794,0.5929,Jasmine
11873,440.185,182.6939,83.3002,0.89,122.9519,0.9753,12174,0.5771,2.1932,0.77,Ipsala
7825,440.902,210.4604,48.3258,0.9733,99.8153,0.9818,7970,0.3469,4.355,0.5058,Basmati
7849,417.015,192.7465,52.7117,0.9619,99.9683,0.9752,8049,0.4025,3.6566,0.5672,Basmati
8265,357.671,144.4169,73.963,0.8589,102.5833,0.9778,8453,0.6159,1.9526,0.8119,Arborio
13681,480.902,204.2981,86.3843,0.9062,131.9818,0.9778,13992,0.5494,2.365,0.7434,Ipsala
5116,302.734,132.7634,49.6846,0.9273,80.7087,0.9735,5255,0.5168,2.6721,0.7015,Jasmine
6442,310.14,126.2811,65.4095,0.8554,90.566,0.9801,6573,0.7747,1.9306,0.8416,Karacadag
7352,336.517,137.6509,68.7958,0.8661,96.7515,0.9683,7593,0.6147,2.0009,0.8158,Arborio
7582,457.395,225.4209,43.1517,0.9815,98.2533,0.9774,7757,0.344,5.2239,0.4554,Basmati
5033,317.607,139.6062,47.679,0.9399,80.0513,0.9516,5289,0.5777,2.928,0.627,Jasmine
7997,340.021,132.4551,77.718,0.8098,100.9064,0.984,8127,0.7794,1.7043,0.8692,Karacadag
15153,482.852,196.7374,98.9918,0.8642,138.9007,0.9827,15419,0.6204,1.9874,0.8167,Ipsala
5637,330.459,150.8764,48.2691,0.9474,84.7187,0.9803,5750,0.4539,3.1257,0.6487,Jasmine
8215,455.114,222.4699,47.8818,0.9766,102.2725,0.9674,8492,0.5893,4.6462,0.4984,Basmati
6916,402.218,193.1155,46.3799,0.9707,93.8388,0.9705,7126,0.3822,4.1638,0.5372,Basmati
7698,427.137,203.525,48.8745,0.9707,99.002,0.9728,7913,0.5417,4.1642,0.5302,Basmati
9761,406.743,165.7834,76.8487,0.8861,111.4813,0.9609,10158,0.7086,2.1573,0.7414,Ipsala
6633,303.094,114.3934,74.7838,0.7567,91.8988,0.9777,6784,0.7564,1.5297,0.9073,Karacadag
8950,452.483,217.4395,53.4551,0.9693,106.7497,0.9851,9085,0.8606,4.0677,0.5493,Basmati
5563,377.358,180.3614,39.6394,0.9756,84.1608,0.9737,5713,0.5333,4.5501,0.4909,Basmati
14217,479.538,201.241,91.2727,0.8912,134.5424,0.9839,14450,0.7987,2.2048,0.7769,Ipsala
15451,497.375,203.4009,97.6015,0.8774,140.2598,0.9815,15743,0.7687,2.084,0.7849,Ipsala
7205,329.008,136.6014,67.6484,0.8688,95.7794,0.9803,7350,0.6298,2.0193,0.8364,Arborio
7337,324.257,125.9797,74.9663,0.8037,96.6528,0.9804,7484,0.7869,1.6805,0.8769,Arborio
8703,474.956,226.605,49.4305,0.9759,105.2663,0.9727,8947,0.3458,4.5843,0.4848,Basmati
7100,405.635,189.9411,48.2393,0.9672,95.0789,0.9713,7310,0.5014,3.9375,0.5422,Basmati
7829,415.771,190.2846,53.313,0.9599,99.8408,0.9649,8114,0.4245,3.5692,0.5691,Basmati
7902,351.134,145.9921,69.2171,0.8805,100.3052,0.9828,8040,0.757,2.1092,0.8054,Arborio
7311,340.938,138.0638,68.4717,0.8684,96.4814,0.9626,7595,0.6855,2.0164,0.7904,Arborio
6510,306.725,118.2765,71.0945,0.7992,91.0428,0.9706,6707,0.6955,1.6637,0.8695,Karacadag
6501,410.156,200.7174,41.7467,0.9781,90.9798,0.9681,6715,0.728,4.808,0.4856,Basmati
5642,334.229,153.0705,47.6643,0.9503,84.7562,0.9785,5766,0.8123,3.2114,0.6347,Jasmine
13832,463.783,191.122,93.0894,0.8734,132.7081,0.983,14071,0.7548,2.0531,0.8081,Ipsala
14628,489.065,203.9242,92.6914,0.8907,136.4733,0.9774,14966,0.691,2.2,0.7685,Ipsala
9293,379.568,148.7603,81.5512,0.8363,108.776,0.9631,9649,0.7548,1.8241,0.8106,Arborio
8304,352.591,138.9646,77.2935,0.831,102.825,0.9748,8519,0.6937,1.7979,0.8394,Arborio
5937,287.688,111.7207,68.1341,0.7925,86.9438,0.9834,6037,0.7132,1.6397,0.9014,Karacadag
6929,310.927,117.5199,76.1451,0.7617,93.927,0.9745,7110,0.7027,1.5434,0.9007,Karacadag
15432,495.21,202.6727,97.9324,0.8755,140.1736,0.9804,15741,0.6932,2.0695,0.7908,Ipsala
5216,319.94,143.7807,46.9863,0.9451,81.4937,0.9728,5362,0.5603,3.0601,0.6403,Jasmine
7106,313.614,122.5535,74.3092,0.7952,95.1191,0.9883,7190,0.7936,1.6492,0.9079,Karacadag
6603,300.921,116.2482,72.7205,0.7802,91.6908,0.987,6690,0.6948,1.5986,0.9163,Karacadag
13467,468.128,192.9618,90.2886,0.8838,130.9455,0.9735,13834,0.5954,2.1372,0.7722,Ipsala
6681,326.93,136.4851,63.2321,0.8862,92.2308,0.9776,6834,0.591,2.1585,0.7855,Arborio
5784,289.929,113.2139,66.0202,0.8124,85.8162,0.9805,5899,0.6701,1.7148,0.8647,Karacadag
6820,309.396,122.5236,71.2544,0.8135,93.1853,0.9865,6913,0.7506,1.7195,0.8953,Karacadag
8157,353.992,142.7027,73.7388,0.8561,101.9108,0.9835,8294,0.6389,1.9352,0.818,Arborio
8195,478.462,234.0998,45.4577,0.981,102.1479,0.9615,8523,0.4191,5.1498,0.4498,Basmati
6335,294.609,113.8488,71.4778,0.7784,89.8108,0.9861,6424,0.7242,1.5928,0.9172,Karacadag
12640,455.976,190.1029,85.812,0.8923,126.8611,0.9754,12959,0.6772,2.2153,0.764,Ipsala
7428,423.875,197.7046,48.3786,0.9696,97.2503,0.9678,7675,0.3949,4.0866,0.5195,Basmati
13959,489.991,201.2901,90.4854,0.8933,133.316,0.9612,14523,0.7054,2.2246,0.7306,Ipsala
15188,485.379,201.436,96.6742,0.8773,139.061,0.9846,15425,0.6218,2.0837,0.8101,Ipsala
7661,440.818,211.8315,46.9233,0.9752,98.7638,0.9751,7857,0.3423,4.5144,0.4954,Basmati
5010,310.737,140.229,45.9047,0.9449,79.8682,0.9749,5139,0.5219,3.0548,0.652,Jasmine
8072,346.119,141.8176,73.1976,0.8565,101.3784,0.9906,8149,0.6406,1.9375,0.8467,Arborio
7575,337.733,139.1711,69.85,0.8649,98.2079,0.9849,7691,0.6272,1.9924,0.8345,Arborio
5346,328.599,148.6903,47.72,0.9471,82.503,0.9538,5605,0.522,3.1159,0.6222,Jasmine
7178,318.898,125.0296,73.7195,0.8077,95.5998,0.9873,7270,0.7823,1.696,0.887,Karacadag
14840,488.346,198.8469,96.8727,0.8733,137.4586,0.9734,15246,0.6641,2.0527,0.782,Ipsala
6628,297.993,111.5826,75.922,0.7328,91.8642,0.985,6729,0.7118,1.4697,0.938,Karacadag
7588,334.307,131.7363,73.882,0.8279,98.2921,0.9814,7732,0.6706,1.7831,0.8532,Arborio
10085,435.241,197.7334,65.3493,0.9438,113.3165,0.9842,10247,0.7693,3.0258,0.669,Jasmine
6066,288.407,108.2814,72.093,0.7461,87.8833,0.979,6196,0.717,1.502,0.9164,Karacadag
5377,308.925,137.3775,50.9025,0.9288,82.7418,0.9773,5502,0.5605,2.6988,0.708,Jasmine
5433,369.782,172.5914,40.4334,0.9722,83.1716,0.9678,5614,0.3575,4.2685,0.4993,Basmati
6632,307.395,120.1093,70.6342,0.8088,91.8919,0.9854,6730,0.7206,1.7004,0.882,Karacadag
7955,451.12,220.5724,46.7468,0.9773,100.641,0.9739,8168,0.3555,4.7185,0.4912,Basmati
6152,296.668,118.4235,66.8953,0.8252,88.5041,0.9837,6254,0.7848,1.7703,0.8784,Karacadag
14645,474.384,198.9627,94.3897,0.8803,136.5525,0.9875,14830,0.8202,2.1079,0.8178,Ipsala
14465,490.705,204.1401,91.6339,0.8936,135.7108,0.9737,14856,0.5988,2.2278,0.7549,Ipsala
7244,428.613,206.2326,45.5354,0.9753,96.0383,0.9735,7441,0.3423,4.5291,0.4955,Basmati
5194,314.026,140.9167,47.7272,0.9409,81.3216,0.9717,5345,0.675,2.9525,0.6619,Jasmine
8099,430.032,199.3588,54.0328,0.9626,101.5479,0.9474,8549,0.5091,3.6896,0.5504,Basmati
6561,301.01,117.9,71.305,0.7964,91.3987,0.9875,6644,0.7578,1.6535,0.91,Karacadag
13044,457.373,186.1192,90.4557,0.874,128.8726,0.9794,13318,0.7462,2.0576,0.7836,Ipsala
14343,476.108,192.2584,96.9621,0.8635,135.1372,0.9699,14788,0.6339,1.9828,0.7951,Ipsala
5861,335.588,150.0091,50.917,0.9406,86.3855,0.9715,6033,0.5294,2.9462,0.654,Jasmine
12803,461.814,200.4863,81.5543,0.9135,127.6765,0.9851,12996,0.7724,2.4583,0.7544,Ipsala
6684,312.374,125.559,67.9627,0.8408,92.2515,0.9816,6809,0.686,1.8475,0.8608,Arborio
6890,334.555,137.5772,64.917,0.8817,93.6623,0.9678,7119,0.6139,2.1193,0.7736,Arborio
6360,294.966,113.1631,72.0432,0.7712,89.9878,0.9868,6445,0.7047,1.5708,0.9186,Karacadag
13365,462.071,190.9504,90.6284,0.8802,130.4486,0.9847,13573,0.6608,2.107,0.7866,Ipsala
8433,459.174,220.7029,49.8079,0.9742,103.6206,0.9631,8756,0.6237,4.4311,0.5026,Basmati
7038,407.519,191.8609,47.7734,0.9685,94.6629,0.9737,7228,0.5804,4.0161,0.5326,Basmati
7721,421.473,195.978,51.4971,0.9649,99.1498,0.9692,7966,0.4688,3.8056,0.5462,Basmati
5589,343.029,153.7945,47.6547,0.9508,84.3572,0.9635,5801,0.6191,3.2273,0.5969,Jasmine
14870,491.253,200.1508,95.9696,0.8775,137.5975,0.9756,15242,0.6008,2.0856,0.7743,Ipsala
5264,327.714,150.6817,45.4423,0.9534,81.8678,0.9725,5413,0.5192,3.3159,0.6159,Jasmine
8411,471.184,226.8219,47.9914,0.9774,103.4854,0.9756,8621,0.4712,4.7263,0.4761,Basmati
8813,461.755,218.6924,52.5256,0.9707,105.9295,0.9691,9094,0.5468,4.1635,0.5194,Basmati
14121,480.432,193.3907,95.5167,0.8695,134.0873,0.9696,14564,0.6509,2.0247,0.7688,Ipsala
5454,311.065,136.9732,51.4262,0.9268,83.3322,0.9736,5602,0.7378,2.6635,0.7083,Jasmine
5348,332.081,150.173,46.3192,0.9512,82.5184,0.9695,5516,0.5167,3.2421,0.6094,Jasmine
5163,280.739,112.7916,59.0145,0.8522,81.0786,0.9732,5305,0.7557,1.9113,0.8232,Arborio
6767,317.602,130.2729,66.3718,0.8605,92.8225,0.9837,6879,0.6426,1.9628,0.843,Arborio
5485,310.463,136.5483,52.0881,0.9244,83.5686,0.9802,5596,0.5764,2.6215,0.7151,Jasmine
8642,401.473,178.6445,62.7221,0.9363,104.8968,0.9797,8821,0.4967,2.8482,0.6738,Jasmine
7187,332.992,129.4866,71.9863,0.8312,95.6597,0.9669,7433,0.6464,1.7988,0.8145,Arborio
5640,283.858,110.9008,65.5752,0.8065,84.7412,0.9763,5777,0.6742,1.6912,0.8796,Karacadag
7553,337.449,132.0979,74.0509,0.8281,98.0652,0.9681,7802,0.6894,1.7839,0.8335,Arborio
5899,295.834,119.3158,63.9189,0.8444,86.6651,0.9827,6003,0.6294,1.8667,0.847,Arborio
15454,497.724,206.308,96.5416,0.8838,140.2735,0.9792,15782,0.708,2.137,0.7839,Ipsala
8008,399.191,181.9152,56.4829,0.9506,100.9758,0.9773,8194,0.7109,3.2207,0.6315,Basmati
5589,335.842,154.327,46.715,0.9531,84.3572,0.9816,5694,0.4468,3.3036,0.6227,Jasmine
5032,324.484,147.2894,44.0576,0.9542,80.0434,0.978,5145,0.4442,3.3431,0.6006,Jasmine
8698,430.353,201.6694,55.4149,0.9615,105.2361,0.9779,8895,0.7691,3.6393,0.5902,Basmati
7498,394.494,181.6826,53.1823,0.9562,97.7075,0.9711,7721,0.6984,3.4162,0.6054,Basmati
7001,406.088,193.3086,46.9195,0.9701,94.4137,0.9703,7215,0.386,4.12,0.5335,Basmati
6189,292.021,114.8544,68.936,0.7998,88.7698,0.988,6264,0.7075,1.6661,0.912,Karacadag
6145,295.866,114.1795,69.2939,0.7948,88.4537,0.9757,6298,0.719,1.6478,0.8821,Karacadag
8048,352.411,142.194,73.04,0.858,101.2276,0.9696,8300,0.6241,1.9468,0.8143,Arborio
7378,414.732,194.4418,49.344,0.9673,96.9224,0.9685,7618,0.516,3.9405,0.539,Basmati
6690,300.482,114.247,74.8656,0.7554,92.2929,0.9872,6777,0.7189,1.526,0.9311,Karacadag
7028,404.922,191.4039,47.5672,0.9686,94.5956,0.9729,7224,0.7073,4.0239,0.5386,Basmati
6553,304.798,117.2399,71.7816,0.7907,91.343,0.9833,6664,0.6946,1.6333,0.8864,Karacadag
5477,313.671,139.8901,50.5284,0.9325,83.5077,0.9777,5602,0.6106,2.7685,0.6995,Jasmine
5236,322.706,148.2441,45.4876,0.9518,81.6497,0.9792,5347,0.4577,3.259,0.6318,Jasmine
5024,315.216,142.4432,46.1274,0.9461,79.9797,0.9686,5187,0.8098,3.088,0.6354,Jasmine
13827,472.169,196.4224,90.771,0.8868,132.6841,0.9842,14049,0.7502,2.1639,0.7794,Ipsala
5953,288.351,111.9233,68.3237,0.7921,87.0609,0.9877,6027,0.6843,1.6381,0.8997,Karacadag
6980,398.124,187.2361,48.2633,0.9662,94.272,0.9806,7118,0.4047,3.8795,0.5534,Basmati
11042,449.665,195.7147,72.9496,0.9279,118.5711,0.9775,11296,0.5078,2.6829,0.6862,Ipsala
5184,320.285,145.9261,46.7034,0.9474,81.2433,0.9693,5348,0.4531,3.1245,0.635,Jasmine
6202,292.988,111.3021,71.7223,0.7647,88.863,0.981,6322,0.7417,1.5518,0.9079,Karacadag
5877,336.289,149.9454,51.4604,0.9393,86.5033,0.9684,6069,0.6271,2.9138,0.653,Jasmine
7232,396.205,185.9733,50.1482,0.963,95.9587,0.9756,7413,0.8324,3.7085,0.5789,Basmati
5191,299.754,132.4941,51.0129,0.9229,81.2981,0.9759,5319,0.5573,2.5973,0.726,Jasmine
6421,393.918,187.3912,45.0778,0.9706,90.4183,0.9713,6611,0.3576,4.1571,0.52,Basmati
13281,458.523,188.2328,91.1915,0.8748,130.0381,0.973,13649,0.7596,2.0642,0.7938,Ipsala
8426,361.978,145.0287,74.6392,0.8574,103.5776,0.9715,8673,0.6514,1.9431,0.8081,Arborio
7017,404.973,191.7559,47.9469,0.9682,94.5215,0.9653,7269,0.5521,3.9993,0.5377,Basmati
5843,289.582,114.5811,65.3399,0.8215,86.2528,0.9823,5948,0.6631,1.7536,0.8756,Karacadag
8822,370.26,149.0872,76.7478,0.8573,105.9836,0.9779,9021,0.6085,1.9426,0.8087,Arborio
7888,349.39,142.1399,71.5574,0.864,100.2163,0.9687,8143,0.7715,1.9864,0.812,Arborio
7689,344.695,138.7491,71.365,0.8576,98.9441,0.977,7870,0.6475,1.9442,0.8132,Arborio
5585,280.418,105.2096,68.4335,0.7595,84.327,0.9773,5715,0.7284,1.5374,0.8925,Karacadag
9119,418.586,188.4283,62.4581,0.9435,107.7528,0.9816,9290,0.6793,3.0169,0.654,Jasmine
8081,348.035,139.9856,74.2154,0.8479,101.435,0.9761,8279,0.6779,1.8862,0.8384,Arborio
13279,453.734,188.9259,90.6631,0.8773,130.0283,0.9876,13446,0.8246,2.0838,0.8105,Ipsala
12872,461.492,185.4395,90.4903,0.8729,128.0201,0.975,13202,0.6501,2.0493,0.7595,Ipsala
7070,318.852,122.4535,74.516,0.7935,94.8778,0.9799,7215,0.6471,1.6433,0.8739,Arborio
5251,320.022,144.3146,46.8332,0.9459,81.7666,0.9717,5404,0.6238,3.0815,0.6443,Jasmine
7621,425.182,202.9189,48.649,0.9708,98.5056,0.9587,7949,0.3938,4.1711,0.5298,Basmati
14352,486.99,200.078,92.5964,0.8865,135.1796,0.9638,14891,0.6456,2.1608,0.7605,Ipsala
5277,319.467,146.7642,46.5529,0.9484,81.9688,0.9814,5377,0.8446,3.1526,0.6497,Jasmine
7554,407.388,188.7187,51.6397,0.9618,98.0717,0.972,7772,0.5372,3.6545,0.572,Basmati
7305,335.736,139.6919,67.1539,0.8769,96.4418,0.9776,7472,0.7785,2.0802,0.8144,Arborio
6733,302.649,115.859,74.3829,0.7667,92.589,0.9883,6813,0.7083,1.5576,0.9237,Karacadag
5654,284.53,112.1127,64.7956,0.8161,84.8463,0.9855,5737,0.6678,1.7303,0.8776,Karacadag
8218,353.773,144.1631,73.2066,0.8615,102.2912,0.9823,8366,0.7926,1.9693,0.8251,Arborio
9337,495.56,240.6346,50.5074,0.9777,109.0332,0.9745,9581,0.3339,4.7643,0.4778,Basmati
11604,428.668,177.7719,83.5838,0.8826,121.5511,0.9818,11819,0.6868,2.1269,0.7936,Ipsala
5384,319.591,144.4224,48.2924,0.9424,82.7957,0.9823,5481,0.4771,2.9906,0.6624,Jasmine
6003,289.647,114.1761,67.3081,0.8078,87.4257,0.9836,6103,0.7243,1.6963,0.8992,Karacadag
12509,438.432,176.8755,91.4518,0.856,126.202,0.9828,12728,0.5998,1.9341,0.8178,Ipsala
12934,470.567,199.6988,83.9595,0.9073,128.328,0.9759,13253,0.5709,2.3785,0.734,Ipsala
8388,367.319,153.0017,70.5025,0.8875,103.3438,0.9764,8591,0.7883,2.1702,0.7812,Arborio
5545,284.744,117.0621,60.5745,0.8557,84.0245,0.9853,5628,0.6438,1.9325,0.8594,Karacadag
14470,492.183,212.8182,86.906,0.9128,135.7342,0.985,14690,0.6378,2.4488,0.7506,Ipsala
8134,356.871,145.0257,72.8316,0.8648,101.767,0.9781,8316,0.6167,1.9912,0.8026,Arborio
5333,316.06,141.4758,48.695,0.9389,82.4026,0.9723,5485,0.7577,2.9053,0.6709,Jasmine
7807,418.577,196.0049,51.3624,0.9651,99.7005,0.9773,7988,0.5657,3.8161,0.5599,Basmati
11898,448.646,191.9284,80.3746,0.9081,123.0813,0.9827,12108,0.5508,2.3879,0.7428,Ipsala
6921,409.771,197.0775,45.1528,0.9734,93.8727,0.9781,7076,0.4521,4.3647,0.518,Basmati
8441,363.02,146.6408,74.4204,0.8617,103.6697,0.9727,8678,0.6738,1.9704,0.8049,Arborio
6098,291.673,110.2716,71.1898,0.7637,88.1148,0.9766,6244,0.7499,1.549,0.9008,Karacadag
6457,317.045,128.2204,64.7532,0.8631,90.6714,0.9754,6620,0.7701,1.9801,0.8072,Arborio
5229,328.261,150.084,45.4563,0.953,81.5952,0.9703,5389,0.4752,3.3017,0.6098,Jasmine
5254,328.293,150.2429,45.5509,0.9529,81.79,0.9624,5459,0.4951,3.2984,0.6126,Jasmine
7260,322.655,127.1173,73.4209,0.8163,96.1443,0.9884,7345,0.6796,1.7313,0.8763,Karacadag
8414,446.316,215.8187,50.6066,0.9721,103.5038,0.9688,8685,0.3785,4.2646,0.5308,Basmati
15895,508.055,211.2608,97.6156,0.8868,142.2608,0.9783,16247,0.6346,2.1642,0.7738,Ipsala
6826,396.118,186.6027,47.6992,0.9668,93.2262,0.9733,7013,0.43,3.9121,0.5467,Basmati
5524,337.183,155.0195,46.4669,0.954,83.8652,0.955,5784,0.5267,3.3361,0.6106,Jasmine
14410,485.409,203.7477,91.0279,0.8947,135.4525,0.9795,14712,0.7314,2.2383,0.7685,Ipsala
12197,453.893,192.5501,81.9808,0.9048,124.6182,0.9756,12502,0.594,2.3487,0.744,Ipsala
5923,291.409,111.063,69.1101,0.7828,86.8412,0.9748,6076,0.6848,1.607,0.8765,Karacadag
6653,305.354,122.6224,69.3449,0.8247,92.0373,0.9874,6738,0.667,1.7683,0.8966,Karacadag
14791,491.613,200.7935,95.254,0.8803,137.2315,0.9734,15195,0.6723,2.108,0.7691,Ipsala
7614,430.228,209.2441,46.999,0.9744,98.4604,0.9757,7804,0.7808,4.4521,0.5169,Basmati
6040,391.302,187.3477,41.9114,0.9747,87.6947,0.9658,6254,0.3506,4.4701,0.4957,Basmati
13164,463.565,193.2077,87.7735,0.8909,129.464,0.983,13392,0.5962,2.2012,0.7698,Ipsala
7124,423.606,204.3705,44.8909,0.9756,95.2395,0.9751,7306,0.4737,4.5526,0.4989,Basmati
7782,344.436,136.7224,73.5689,0.8429,99.5407,0.974,7990,0.7377,1.8584,0.8243,Arborio
7932,352.186,145.0703,70.6269,0.8735,100.4955,0.9772,8117,0.6579,2.054,0.8036,Arborio
7346,331.919,136.163,69.035,0.8619,96.712,0.9871,7442,0.6243,1.9724,0.8379,Arborio
15085,495.317,209.5117,92.4461,0.8974,138.5887,0.9829,15348,0.7708,2.2663,0.7727,Ipsala
8732,437.803,204.4683,55.1725,0.9629,105.4416,0.9729,8975,0.4296,3.706,0.5725,Basmati
5451,339.731,154.3134,46.1145,0.9543,83.3092,0.9565,5699,0.5221,3.3463,0.5935,Jasmine
10617,458.034,209.505,65.0643,0.9506,116.2669,0.9819,10813,0.6474,3.22,0.6359,Jasmine
5217,319.765,137.3152,49.6209,0.9324,81.5015,0.9572,5450,0.6127,2.7673,0.6412,Jasmine
5101,313.194,138.9053,47.8701,0.9387,80.5903,0.9648,5287,0.4844,2.9017,0.6535,Jasmine
7872,355.542,144.6832,70.6245,0.8728,100.1146,0.9695,8120,0.7158,2.0486,0.7826,Arborio
9206,430.899,195.1939,61.4566,0.9491,108.2656,0.9771,9422,0.6312,3.1761,0.6231,Jasmine
8290,357.962,146.0963,73.0313,0.8661,102.7383,0.977,8485,0.6109,2.0005,0.813,Arborio
6470,393.512,187.7429,44.6943,0.9713,90.7627,0.9779,6616,0.4427,4.2006,0.525,Basmati
7223,330.882,134.561,68.8632,0.8591,95.899,0.9785,7382,0.6945,1.954,0.8291,Arborio
7400,418.873,199.5758,48.1629,0.9704,97.0668,0.9774,7571,0.7668,4.1438,0.53,Basmati
10228,437.233,199.6656,65.66,0.9444,114.117,0.9861,10372,0.8456,3.0409,0.6723,Jasmine
6033,288.192,107.6801,72.2572,0.7414,87.6439,0.9829,6138,0.7158,1.4902,0.9128,Karacadag
9023,412.547,184.7568,63.1703,0.9397,107.1841,0.983,9179,0.8085,2.9247,0.6662,Jasmine
14768,489.007,205.8696,92.1615,0.8942,137.1248,0.9874,14956,0.7955,2.2338,0.7761,Ipsala
6298,298.322,111.5952,73.2765,0.7542,89.5481,0.9695,6496,0.7092,1.5229,0.8893,Karacadag
5176,329.622,155.3904,43.1045,0.9608,81.1806,0.9737,5316,0.7543,3.605,0.5986,Jasmine
5170,311.157,137.7977,48.3668,0.9364,81.1335,0.9722,5318,0.5734,2.849,0.671,Jasmine
5413,330.882,151.0892,46.3919,0.9517,83.0183,0.9642,5614,0.5169,3.2568,0.6213,Jasmine
5671,372.306,176.7418,41.1014,0.9726,84.9738,0.9746,5819,0.5193,4.3001,0.5141,Basmati
5240,324.239,146.1732,46.9631,0.947,81.6809,0.9673,5417,0.6882,3.1125,0.6263,Jasmine
13475,469.595,188.6774,92.7986,0.8707,130.9844,0.9662,13947,0.5871,2.0332,0.7679,Ipsala
8722,364.5,149.7096,74.658,0.8668,105.3812,0.9817,8885,0.6628,2.0053,0.825,Arborio
7143,330.691,136.265,67.5255,0.8686,95.3664,0.9844,7256,0.7839,2.018,0.8208,Arborio
5535,318.182,140.7697,50.4666,0.9335,83.9487,0.9835,5628,0.5102,2.7894,0.687,Jasmine
6201,289.937,111.5344,71.1091,0.7704,88.8558,0.9863,6287,0.7244,1.5685,0.927,Karacadag
